chase -0.57 0.74 1.88 -0.57 0.74 1.88
chastise -1.37 -0.28 0.75 -1.37 -0.28 0.75
chat_up 1.36 0.92 1.52 1.36 0.92 1.52
chat_with 2.09 1.15 0.93 2.09 1.15 0.93
chatter_to 0.99 0.78 1.35 0.99 0.78 1.35
cheat_on -3.01 -0.12 -0.45 -3.01 -0.12 -0.45
cheat -2.83 -0.22 -0.29 -2.83 -0.22 -0.29
cheer_up 2.72 2.32 1.79 2.72 2.32 1.79
cheer 2.97 2.18 2.50 2.97 2.18 2.50
chew_out -1.82 0.52 1.88 -1.82 0.52 1.88
chide -0.84 0.34 0.50 -0.84 0.34 0.50
chitchat_with 1.87 0.68 1.00 1.87 0.68 1.00
choke -3.10 0.30 0.37 -3.10 0.30 0.37
cling_to -0.72 -1.00 -0.89 -0.72 -1.00 -0.89
club -2.48 0.82 1.51 -2.48 0.82 1.51
coach 2.36 2.02 1.56 2.36 2.02 1.56
coddle 0.42 -0.06 -0.38 0.42 -0.06 -0.38
coerce -1.53 1.04 0.56 -1.53 1.04 0.56
collaborate_with 1.65 1.23 0.92 1.65 1.23 0.92
combat -1.50 1.22 1.63 -1.50 1.22 1.63
comfort 2.13 1.89 -0.28 2.13 1.89 -0.28
command -0.18 1.33 1.60 -0.18 1.33 1.60
compensate 1.98 1.42 0.46 1.98 1.42 0.46
compete_with 1.26 1.93 2.09 1.26 1.93 2.09
compliment 2.77 2.03 1.00 2.77 2.03 1.00
compromise_with 2.08 1.57 0.15 2.08 1.57 0.15
concur_with 1.16 0.80 0.48 1.16 0.80 0.48
condemn -1.92 0.83 -0.01 -1.92 0.83 -0.01
confer_with 1.71 1.12 -0.08 1.71 1.12 -0.08
confess_to 1.23 1.05 -0.34 1.23 1.05 -0.34
confide_in 1.92 1.57 -0.17 1.92 1.57 -0.17
confine -1.29 0.39 -0.14 -1.29 0.39 -0.14
confront 0.62 1.70 0.96 0.62 1.70 0.96
congratulate 2.51 1.86 1.15 2.51 1.86 1.15
console 2.57 1.64 -0.25 2.57 1.64 -0.25
conspire_with -0.80 0.96 -0.06 -0.80 0.96 -0.06
consult_with 1.62 1.25 0.12 1.62 1.25 0.12
contemplate 0.77 0.72 -0.73 0.77 0.72 -0.73
contradict 0.01 0.45 0.96 0.01 0.45 0.96
converse_with 2.06 1.38 1.05 2.06 1.38 1.05
convict 0.10 1.90 0.45 0.10 1.90 0.45
correct 0.59 0.88 0.43 0.59 0.88 0.43
counsel 2.26 1.97 -0.07 2.26 1.97 -0.07
criticize -1.33 -0.02 -0.16 -1.33 -0.02 -0.16
cross-examine 0.00 1.27 0.79 0.00 1.27 0.79
cuddle 2.75 1.77 -0.70 2.75 1.77 -0.70
cue 0.70 0.73 0.53 0.70 0.73 0.53
curry_favor_from -0.06 -0.15 -0.07 -0.06 -0.15 -0.07
curse -1.92 0.48 1.15 -1.92 0.48 1.15
cuss -2.07 -0.15 1.34 -2.07 -0.15 1.34
cut_the_pay_of -1.97 0.98 -0.46 -1.97 0.98 -0.46
damn -2.33 0.38 0.69 -2.33 0.38 0.69
dance_with 2.64 1.78 1.90 2.64 1.78 1.90
dare -0.36 0.75 1.24 -0.36 0.75 1.24
debate_with 0.98 1.18 1.86 0.98 1.18 1.86
debrief 0.87 1.15 0.37 0.87 1.15 0.37
defeat 1.36 1.81 1.47 1.36 1.81 1.47
defend 2.34 2.49 1.64 2.34 2.49 1.64
defer_to -0.69 -0.27 -0.70 -0.69 -0.27 -0.70
defy -1.25 1.07 0.68 -1.25 1.07 0.68
degrade -2.63 -0.50 -0.31 -2.63 -0.50 -0.31
demean -2.23 -0.19 0.07 -2.23 -0.19 0.07
demote -1.48 0.43 -0.48 -1.48 0.43 -0.48
denigrate -1.85 -0.42 0.12 -1.85 -0.42 0.12
denounce -1.52 -0.01 0.39 -1.52 -0.01 0.39
deny_something_to -1.37 0.34 -0.18 -1.37 0.34 -0.18
deprecate -1.95 -0.29 -0.18 -1.95 -0.29 -0.18
deride -1.54 0.17 0.41 -1.54 0.17 0.41
desire_sexually 1.99 1.61 1.60 1.99 1.61 1.60
dicker_with -0.35 -0.05 0.53 -0.35 -0.05 0.53
dine_with 2.46 1.16 0.60 2.46 1.16 0.60
direct 0.78 1.10 0.82 0.78 1.10 0.82
disagree_with -0.04 0.95 1.12 -0.04 0.95 1.12
discipline 0.38 1.61 0.99 0.38 1.61 0.99
discourage -2.02 -0.22 -0.60 -2.02 -0.22 -0.60
discuss_something_with 1.70 1.08 0.12 1.70 1.08 0.12
disobey -1.45 0.08 -0.06 -1.45 0.08 -0.06
disparage -1.29 0.01 -0.46 -1.29 0.01 -0.46
disrobe 0.15 1.20 -0.10 0.15 1.20 -0.10
dissuade 0.00 0.83 0.18 0.00 0.83 0.18
distract -1.04 0.18 1.02 -1.04 0.18 1.02
divorce -2.25 -0.30 -0.60 -2.25 -0.30 -0.60
dote_on -0.14 0.00 0.46 -0.14 0.00 0.46
draw_near_to 1.67 1.14 -0.27 1.67 1.14 -0.27
dress_down -0.27 -0.18 -0.45 -0.27 -0.18 -0.45
dress 1.14 0.53 -0.25 1.14 0.53 -0.25
drink_to 2.04 1.33 1.70 2.04 1.33 1.70
drink_with 1.48 0.69 1.66 1.48 0.69 1.66
drone_on_at -1.45 -1.00 -0.80 -1.45 -1.00 -0.80
eat_with 1.90 0.95 0.41 1.90 0.95 0.41
educate 3.05 2.68 1.69 3.05 2.68 1.69
elbow -1.32 0.22 0.86 -1.32 0.22 0.86
embrace 2.85 1.81 0.36 2.85 1.81 0.36
employ 1.66 2.01 0.88 1.66 2.01 0.88
encourage 2.72 2.05 1.42 2.72 2.05 1.42
entertain 2.37 1.82 1.92 2.37 1.82 1.92
entreat 0.33 0.34 0.62 0.33 0.34 0.62
escape 1.19 1.05 1.41 1.19 1.05 1.41
exalt 0.88 1.01 0.92 0.88 1.01 0.92
examine 0.64 1.09 -0.20 0.64 1.09 -0.20
excuse 1.05 0.95 -0.05 1.05 0.95 -0.05
execute -2.06 0.95 -0.48 -2.06 0.95 -0.48
exonerate 0.93 1.39 0.64 0.93 1.39 0.64
explain_something_to 2.22 1.80 0.15 2.22 1.80 0.15
exploit -2.49 0.02 0.18 -2.49 0.02 0.18
extol 0.24 0.56 0.51 0.24 0.56 0.51
eye 0.40 0.49 -0.20 0.40 0.49 -0.20
face 1.38 1.26 0.68 1.38 1.26 0.68
feed_something_to 1.38 1.09 -0.31 1.38 1.09 -0.31
fib_to -2.00 -0.68 -0.38 -2.00 -0.68 -0.38
fight -1.87 0.92 1.93 -1.87 0.92 1.93
financially_back 1.75 2.06 0.30 1.75 2.06 0.30
fine -0.43 0.84 0.33 -0.43 0.84 0.33
fingerprint -0.36 0.46 -0.37 -0.36 0.46 -0.37
fire___from_a_job -1.39 1.71 0.25 -1.39 1.71 0.25
flatter 2.26 1.67 1.08 2.26 1.67 1.08
flee -1.01 0.13 0.77 -1.01 0.13 0.77
flirt_with 2.22 1.74 1.68 2.22 1.74 1.68
flunk -1.66 1.55 -0.16 -1.66 1.55 -0.16
follow -0.36 -0.58 -1.12 -0.36 -0.58 -1.12
fondle 0.21 0.68 -0.01 0.21 0.68 -0.01
forget -1.87 -0.67 -1.09 -1.87 -0.67 -1.09
forgive 2.74 2.17 0.24 2.74 2.17 0.24
fornicate_with 1.39 1.81 2.09 1.39 1.81 2.09
frisk -0.50 0.72 0.40 -0.50 0.72 0.40
frown_at -1.49 -0.45 -1.16 -1.49 -0.45 -1.16
fuss_over -0.64 -0.51 0.97 -0.64 -0.51 0.97
gape_at -1.17 -0.37 -0.26 -1.17 -0.37 -0.26
gawk_at -0.83 -0.43 0.10 -0.83 -0.43 0.10
gaze_at 1.13 0.41 -0.88 1.13 0.41 -0.88
giggle_at 0.04 0.61 0.75 0.04 0.61 0.75
giggle_with 2.43 1.80 1.77 2.43 1.80 1.77
give_a_raise_to 2.65 2.06 0.70 2.65 2.06 0.70
give_instructions_to 1.81 1.57 0.62 1.81 1.57 0.62
give_medical_treatment_to 2.92 3.08 1.36 2.92 3.08 1.36
glance_at 1.19 0.82 -0.06 1.19 0.82 -0.06
glare_at -1.22 0.47 -0.59 -1.22 0.47 -0.59
glorify 1.41 1.38 0.87 1.41 1.38 0.87
glower_at -0.98 0.25 0.20 -0.98 0.25 0.20
gossip_with -0.96 0.29 0.99 -0.96 0.29 0.99
grab -1.30 0.65 0.96 -1.30 0.65 0.96
grade -0.26 1.34 -0.03 -0.26 1.34 -0.03
grapple_with -0.84 0.42 1.24 -0.84 0.42 1.24
grasp -0.33 1.05 1.28 -0.33 1.05 1.28
greet 2.39 1.58 1.17 2.39 1.58 1.17
grin_at 2.32 1.78 1.01 2.32 1.78 1.01
groom 0.86 0.68 -0.16 0.86 0.68 -0.16
grouse_at -1.37 -0.64 0.15 -1.37 -0.64 0.15
guide 2.32 2.04 0.21 2.32 2.04 0.21
gyp -1.91 -0.63 -0.51 -1.91 -0.63 -0.51
haggle_with -0.47 0.44 1.16 -0.47 0.44 1.16
hail 0.71 0.42 0.69 0.71 0.42 0.69
halt -0.66 0.54 0.71 -0.66 0.54 0.71
hand_something_to 1.11 0.81 -0.01 1.11 0.81 -0.01
handcuff -0.93 1.59 1.52 -0.93 1.59 1.52
harangue -0.57 0.03 -0.22 -0.57 0.03 -0.22
harass -2.34 -0.11 0.67 -2.34 -0.11 0.67
harm -2.46 0.05 0.25 -2.46 0.05 0.25
hassle -2.16 -0.12 0.99 -2.16 -0.12 0.99
have_sex_with 2.44 2.08 2.04 2.44 2.08 2.04
heal 3.19 2.91 0.89 3.19 2.91 0.89
heckle -1.34 0.06 0.90 -1.34 0.06 0.90
help 3.00 2.59 1.47 3.00 2.59 1.47
hire 1.99 2.07 0.97 1.99 2.07 0.97
hit -2.59 0.76 1.05 -2.59 0.76 1.05
hold 2.42 1.66 -0.58 2.42 1.66 -0.58
holler_at -0.38 0.86 1.48 -0.38 0.86 1.48
hoot_at -0.60 0.74 1.40 -0.60 0.74 1.40
horse_around_with 1.31 0.89 1.90 1.31 0.89 1.90
hound -1.86 -0.08 0.76 -1.86 -0.08 0.76
hug 2.80 2.03 0.11 2.80 2.03 0.11
hurry -0.78 0.66 1.74 -0.78 0.66 1.74
hurt -2.36 0.72 0.56 -2.36 0.72 0.56
hush -0.74 0.58 -0.28 -0.74 0.58 -0.28
ignore -1.73 -0.54 -1.17 -1.73 -0.54 -1.17
imitate -0.70 0.02 0.95 -0.70 0.02 0.95
implore 0.38 0.30 0.11 0.38 0.30 0.11
imprison -0.89 1.40 0.05 -0.89 1.40 0.05
incarcerate -0.83 1.16 -0.26 -0.83 1.16 -0.26
incriminate -1.24 0.70 0.80 -1.24 0.70 0.80
indoctrinate 0.62 1.09 0.18 0.62 1.09 0.18
inform 2.02 1.74 0.99 2.02 1.74 0.99
inject_with_medicine 0.79 1.27 -0.55 0.79 1.27 -0.55
injure -2.42 0.31 0.92 -2.42 0.31 0.92
inspect -0.06 0.85 -0.09 -0.06 0.85 -0.09
instruct 1.95 1.89 0.61 1.95 1.89 0.61
insult -2.15 -0.23 0.52 -2.15 -0.23 0.52
interrogate -0.77 1.27 1.01 -0.77 1.27 1.01
interrupt -1.54 -0.10 1.17 -1.54 -0.10 1.17
interview 1.17 1.33 0.44 1.17 1.33 0.44
jail 0.28 1.36 0.93 0.28 1.36 0.93
jeer_at -1.45 0.11 0.97 -1.45 0.11 0.97
jest_with 0.79 0.55 1.04 0.79 0.55 1.04
joggle -0.37 -0.06 0.39 -0.37 -0.06 0.39
join_up_with 1.53 1.39 0.92 1.53 1.39 0.92
joke_with 2.25 1.34 1.90 2.25 1.34 1.90
josh 0.02 0.23 0.83 0.02 0.23 0.83
jostle -0.71 0.24 0.75 -0.71 0.24 0.75
kick -2.03 0.50 1.42 -2.03 0.50 1.42
kid 0.34 0.32 1.04 0.34 0.32 1.04
kill -3.71 0.43 1.11 -3.71 0.43 1.11
kiss 2.98 2.31 1.08 2.98 2.31 1.08
knife -3.37 0.89 1.02 -3.37 0.89 1.02
knock_out -2.06 0.85 1.77 -2.06 0.85 1.77
kowtow_to 0.22 -0.32 -0.21 0.22 -0.32 -0.21
laud 0.44 0.40 0.45 0.44 0.40 0.45
laugh_at -1.04 0.29 1.25 -1.04 0.29 1.25
laugh_with 2.64 2.22 2.40 2.64 2.22 2.40
lay-off_from_a_job -1.94 0.75 -0.19 -1.94 0.75 -0.19
lead 2.07 2.29 1.42 2.07 2.29 1.42
leave -1.79 0.40 -0.34 -1.79 0.40 -0.34
lecture -0.35 0.46 0.21 -0.35 0.46 0.21
leer_at -1.16 0.21 -0.72 -1.16 0.21 -0.72
lend_money_to 0.94 1.03 -0.27 0.94 1.03 -0.27
lie_to -2.55 -0.58 -0.91 -2.55 -0.58 -0.91
listen_to 2.41 1.64 -0.26 2.41 1.64 -0.26
look_at 1.43 0.72 0.10 1.43 0.72 0.10
look_away_from -0.83 -0.44 -0.59 -0.83 -0.44 -0.59
lunch_with 1.95 0.92 0.64 1.95 0.92 0.64
lust_for 1.24 0.48 1.20 1.24 0.48 1.20
make_business_proposal_to 2.00 1.84 1.21 2.00 1.84 1.21
make_eyes_at 1.20 1.03 0.03 1.20 1.03 0.03
make_fun_of -2.65 -0.73 0.47 -2.65 -0.73 0.47
make_love_to 2.97 2.74 1.33 2.97 2.74 1.33
make_out_with 2.67 1.98 1.22 2.67 1.98 1.22
make_up_with 2.69 1.78 0.33 2.69 1.78 0.33
malign -1.72 0.14 0.21 -1.72 0.14 0.21
march_with 1.17 1.36 1.44 1.17 1.36 1.44
marry 2.42 2.11 1.32 2.42 2.11 1.32
massage 2.59 1.70 -0.75 2.59 1.70 -0.75
medicate 1.72 1.87 0.10 1.72 1.87 0.10
mimic -0.68 -0.18 0.55 -0.68 -0.18 0.55
mind 0.85 -0.11 -0.14 0.85 -0.11 -0.14
mock -1.77 -0.37 1.04 -1.77 -0.37 1.04
molest -3.14 -0.18 -0.27 -3.14 -0.18 -0.27
monitor -0.52 0.73 -0.97 -0.52 0.73 -0.97
mother 2.52 2.08 0.51 2.52 2.08 0.51
mouth_off_to -1.61 0.21 1.53 -1.61 0.21 1.53
mug -3.31 0.01 1.16 -3.31 0.01 1.16
mumble_to -0.93 -1.46 -1.37 -0.93 -1.46 -1.37
murder -3.82 0.68 0.74 -3.82 0.68 0.74
murmur_to -0.32 -0.74 -1.30 -0.32 -0.74 -1.30
nag -1.64 -0.42 0.58 -1.64 -0.42 0.58
needle -1.01 0.17 -0.19 -1.01 0.17 -0.19
neglect -2.83 -0.12 -1.25 -2.83 -0.12 -1.25
negotiate_with 1.45 1.39 0.90 1.45 1.39 0.90
nestle 1.74 0.77 -0.66 1.74 0.77 -0.66
nudge -0.02 -0.15 -0.01 -0.02 -0.15 -0.01
nuzzle 1.03 0.72 -0.42 1.03 0.72 -0.42
obey 0.86 -0.07 -0.73 0.86 -0.07 -0.73
observe 0.85 0.39 -0.66 0.85 0.39 -0.66
obstruct -1.46 0.54 0.35 -1.46 0.54 0.35
ogle -0.25 -0.11 -0.25 -0.25 -0.11 -0.25
oppose 0.12 1.03 0.91 0.12 1.03 0.91
order -0.57 1.12 1.19 -0.57 1.12 1.19
overcharge -1.59 0.01 0.03 -1.59 0.01 0.03
overpower -0.92 1.71 1.46 -0.92 1.71 1.46
overwhelm -0.91 1.02 1.10 -0.91 1.02 1.10
overwork -1.88 0.58 0.88 -1.88 0.58 0.88
pamper 1.37 1.05 0.18 1.37 1.05 0.18
parody -0.09 0.09 1.09 -0.09 0.09 1.09
pay_for_something 1.22 0.80 0.17 1.22 0.80 0.17
pay_for 1.44 0.94 0.37 1.44 0.94 0.37
peek_at -1.11 -0.56 -0.89 -1.11 -0.56 -0.89
peep_at -1.73 -0.41 -1.17 -1.73 -0.41 -1.17
penalize -0.43 1.50 0.79 -0.43 1.50 0.79
pester -1.78 -0.09 1.22 -1.78 -0.09 1.22
pet 1.07 0.18 -0.17 1.07 0.18 -0.17
photograph 1.45 1.04 -0.08 1.45 1.04 -0.08
pinch -1.38 -0.25 0.96 -1.38 -0.25 0.96
place_order_with 1.28 0.70 0.73 1.28 0.70 0.73
play_with 2.24 1.33 1.66 2.24 1.33 1.66
plead_with -0.40 -0.89 0.08 -0.40 -0.89 0.08
point_at -0.93 0.39 0.11 -0.93 0.39 0.11
poke_fun_at -1.63 -0.08 0.95 -1.63 -0.08 0.95
poke -0.73 -0.22 0.25 -0.73 -0.22 0.25
pooh_pooh -1.64 -0.76 -0.12 -1.64 -0.76 -0.12
praise 2.29 1.89 0.85 2.29 1.89 0.85
pray_with 2.17 1.98 -1.20 2.17 1.98 -1.20
prod -0.74 0.50 0.62 -0.74 0.50 0.62
promise_something_to 1.29 1.46 0.46 1.29 1.46 0.46
prompt 0.51 0.57 0.39 0.51 0.57 0.39
propose_marriage_to 3.14 2.59 0.91 3.14 2.59 0.91
prosecute -0.43 1.27 1.12 -0.43 1.27 1.12
protect 2.77 2.45 0.97 2.77 2.45 0.97
pull_away_from -0.87 0.25 -0.20 -0.87 0.25 -0.20
punch -2.24 0.59 1.41 -2.24 0.59 1.41
punish -0.47 1.07 0.71 -0.47 1.07 0.71
pursue 0.95 1.01 0.93 0.95 1.01 0.93
push -1.54 0.38 0.97 -1.54 0.38 0.97
put_to_bed 1.69 1.34 -1.43 1.69 1.34 -1.43
quarrel_with -1.30 0.17 1.20 -1.30 0.17 1.20
query 0.65 0.76 0.81 0.65 0.76 0.81
question 0.54 0.74 0.40 0.54 0.74 0.40
quibble_with -1.12 -0.33 0.81 -1.12 -0.33 0.81
quiet 0.09 0.80 -0.60 0.09 0.80 -0.60
quiz 0.09 0.89 0.58 0.09 0.89 0.58
raise_the_pay_of 2.40 1.96 0.84 2.40 1.96 0.84
rant_at -1.09 0.16 1.44 -1.09 0.16 1.44
rape -3.58 0.10 1.46 -3.58 0.10 1.46
ravish -0.75 0.87 0.63 -0.75 0.87 0.63
reason_with 2.08 1.81 0.63 2.08 1.81 0.63
reassure 2.23 1.73 0.01 2.23 1.73 0.01
rebuff -0.71 0.37 0.49 -0.71 0.37 0.49
rebuke -0.29 0.63 0.40 -0.29 0.63 0.40
reform 0.72 1.12 0.16 0.72 1.12 0.16
rehabilitate 2.57 2.28 0.27 2.57 2.28 0.27
remind 1.80 1.34 0.26 1.80 1.34 0.26
renounce -1.04 0.03 0.02 -1.04 0.03 0.02
reply_to 1.63 1.38 0.67 1.63 1.38 0.67
reprimand -0.85 0.60 0.89 -0.85 0.60 0.89
reproach -0.06 1.01 0.56 -0.06 1.01 0.56
request_something_from 0.47 -0.15 -0.01 0.47 -0.15 -0.01
rescue 3.14 2.93 2.14 3.14 2.93 2.14
restrain -0.61 1.01 1.20 -0.61 1.01 1.20
retaliate_against -1.33 0.49 0.85 -1.33 0.49 0.85
reward 2.58 2.06 1.15 2.58 2.06 1.15
rib -0.83 0.14 0.50 -0.83 0.14 0.50
ridicule -2.38 -0.03 0.68 -2.38 -0.03 0.68
rob -2.99 -0.16 0.38 -2.99 -0.16 0.38
rough-house_with 0.18 0.53 1.63 0.18 0.53 1.63
rouse 0.13 1.07 1.19 0.13 1.07 1.19
salute 0.88 0.90 -0.03 0.88 0.90 -0.03
save 3.04 2.89 1.89 3.04 2.89 1.89
say_farewell_to -0.15 0.26 -0.93 -0.15 0.26 -0.93
scoff_at -1.77 -0.40 -0.35 -1.77 -0.40 -0.35
scold -1.45 1.04 1.50 -1.45 1.04 1.50
scowl_at -1.94 0.00 0.05 -1.94 0.00 0.05
scratch -1.09 -0.02 0.51 -1.09 -0.02 0.51
scream_at -1.90 0.35 2.03 -1.90 0.35 2.03
scrutinize -1.64 -0.46 -0.37 -1.64 -0.46 -0.37
search -0.53 0.85 0.28 -0.53 0.85 0.28
seduce 0.39 0.97 0.44 0.39 0.97 0.44
seize -1.41 1.11 1.27 -1.41 1.11 1.27
sell_something_to 1.31 1.38 1.35 1.31 1.38 1.35
sentence -0.43 1.95 0.46 -0.43 1.95 0.46
serenade 1.96 1.54 0.81 1.96 1.54 0.81
serve 1.06 0.64 0.49 1.06 0.64 0.49
sexually_arouse 2.33 2.55 1.79 2.33 2.55 1.79
sexually_proposition -0.05 0.85 0.50 -0.05 0.85 0.50
shake_hands_with 1.87 1.45 0.42 1.87 1.45 0.42
share_something_with 2.50 1.78 0.55 2.50 1.78 0.55
shoot -3.36 0.74 1.03 -3.36 0.74 1.03
short-change -2.53 -0.52 -0.42 -2.53 -0.52 -0.42
shout_at -1.46 0.88 1.90 -1.46 0.88 1.90
shove -2.33 0.41 1.19 -2.33 0.41 1.19
show_something_to 1.46 1.07 0.56 1.46 1.07 0.56
shush -0.69 0.15 -0.20 -0.69 0.15 -0.20
silence -0.89 1.00 -0.16 -0.89 1.00 -0.16
sing_to 1.82 1.34 0.99 1.82 1.34 0.99
sit_next_to 1.14 0.32 -0.21 1.14 0.32 -0.21
slap -2.28 0.66 1.55 -2.28 0.66 1.55
sleep_with 1.77 1.63 0.91 1.77 1.63 0.91
slug -1.95 1.10 1.84 -1.95 1.10 1.84
smile_at 2.64 1.94 0.58 2.64 1.94 0.58
smirk_at -0.64 0.62 0.23 -0.64 0.62 0.23
snarl_at -1.99 0.15 0.63 -1.99 0.15 0.63
sneer_at -1.79 -0.69 -0.32 -1.79 -0.69 -0.32
snuggle 2.94 1.12 -1.18 2.94 1.12 -1.18
sock -1.61 0.93 1.30 -1.61 0.93 1.30
soothe 2.60 1.42 -0.69 2.60 1.42 -0.69
sound_out -0.31 0.33 0.43 -0.31 0.33 0.43
spank -1.18 0.65 1.27 -1.18 0.65 1.27
speak_to 2.03 1.23 0.89 2.03 1.23 0.89
squeeze 1.11 1.22 0.58 1.11 1.22 0.58
stab -3.35 0.83 1.41 -3.35 0.83 1.41
stammer_at -1.04 -0.40 -0.08 -1.04 -0.40 -0.08
stare_at -0.94 0.01 -1.38 -0.94 0.01 -1.38
stare_down -1.16 1.20 -0.43 -1.16 1.20 -0.43
steal_from -3.07 -0.93 -0.94 -3.07 -0.93 -0.94
stop 0.19 1.23 0.78 0.19 1.23 0.78
strangle -2.98 0.44 0.10 -2.98 0.44 0.10
strip -0.86 0.75 0.88 -0.86 0.75 0.88
stroke 0.88 0.84 -0.24 0.88 0.84 -0.24
study 1.00 0.67 -0.91 1.00 0.67 -0.91
subdue -0.67 0.84 0.26 -0.67 0.84 0.26
submit_to -1.14 -1.31 -1.12 -1.14 -1.31 -1.12
suck_up_to -1.25 -0.87 0.04 -1.25 -0.87 0.04
sue -0.80 0.93 0.92 -0.80 0.93 0.92
suggest_something_to 1.62 1.40 0.58 1.62 1.40 0.58
supervise 1.29 1.64 0.86 1.29 1.64 0.86
surprise 2.36 1.88 2.05 2.36 1.88 2.05
sympathize_with 2.35 1.67 -0.13 2.35 1.67 -0.13
tackle -0.52 1.61 2.05 -0.52 1.61 2.05
take_hold_of 0.33 1.26 0.81 0.33 1.26 0.81
talk_down_to -2.10 -0.14 0.09 -2.10 -0.14 0.09
talk_shop_with 1.00 0.73 0.90 1.00 0.73 0.90
talk_to 2.07 1.38 1.10 2.07 1.38 1.10
teach 2.81 2.50 0.54 2.81 2.50 0.54
tease -1.83 -0.35 0.91 -1.83 -0.35 0.91
tell_off -1.09 1.12 1.70 -1.09 1.12 1.70
tell_something_to 1.06 0.83 0.52 1.06 0.83 0.52
test 0.38 1.36 -0.13 0.38 1.36 -0.13
